emp_no,dept_no,dept_name,title,to_date,birth_date
11940,d005,Development,Assistant Engineer,9999-01-01,1954-06-24
11944,d006,Quality Management,Senior Engineer,9999-01-01,1952-05-15
11945,d003,Human Resources,Staff,9999-01-01,1952-02-17
11948,d009,Customer Service,Engineer,9999-01-01,1952-02-21
11949,d004,Production,Technique Leader,9999-01-01,1953-01-27
11951,d005,Development,Assistant Engineer,9999-01-01,1955-05-08
11965,d004,Production,Engineer,9999-01-01,1954-12-03
11972,d001,Marketing,Senior Staff,9999-01-01,1954-10-01
11980,d007,Sales,Staff,9999-01-01,1955-07-03
11983,d005,Development,Engineer,9999-01-01,1953-01-04
11989,d004,Production,Technique Leader,9999-01-01,1953-10-29
11993,d003,Human Resources,Senior Staff,9999-01-01,1955-10-29
11994,d001,Marketing,Senior Staff,9999-01-01,1953-02-11
12007,d005,Development,Engineer,9999-01-01,1952-06-18
12011,d007,Sales,Senior Staff,9999-01-01,1953-12-16
12015,d008,Research,Staff,9999-01-01,1954-08-26
12021,d004,Production,Engineer,9999-01-01,1955-03-11
12023,d006,Quality Management,Technique Leader,9999-01-01,1954-07-05
12024,d003,Human Resources,Staff,9999-01-01,1952-11-09
12028,d005,Development,Engineer,9999-01-01,1952-11-21
12030,d003,Human Resources,Staff,9999-01-01,1953-06-02
12034,d007,Sales,Staff,9999-01-01,1954-04-15
12036,d007,Sales,Senior Staff,9999-01-01,1953-03-02
12037,d009,Customer Service,Senior Staff,9999-01-01,1954-01-11
12040,d001,Marketing,Senior Staff,9999-01-01,1955-03-24
12043,d008,Research,Staff,9999-01-01,1952-12-11
12044,d004,Production,Senior Engineer,9999-01-01,1955-08-16
12047,d006,Quality Management,Assistant Engineer,9999-01-01,1954-01-16
12050,d004,Production,Assistant Engineer,9999-01-01,1953-06-08
12053,d004,Production,Senior Engineer,9999-01-01,1955-06-20
12054,d007,Sales,Staff,9999-01-01,1954-04-08
12060,d006,Quality Management,Technique Leader,9999-01-01,1955-03-25
12062,d003,Human Resources,Senior Staff,9999-01-01,1954-01-20
12063,d004,Production,Engineer,9999-01-01,1955-07-06
12069,d005,Development,Assistant Engineer,9999-01-01,1953-12-27
12070,d005,Development,Technique Leader,9999-01-01,1955-07-23
12076,d007,Sales,Senior Staff,9999-01-01,1955-03-16
12080,d007,Sales,Senior Staff,9999-01-01,1953-10-16
12082,d007,Sales,Senior Staff,9999-01-01,1953-09-20
12089,d003,Human Resources,Senior Staff,9999-01-01,1954-06-21
12090,d004,Production,Engineer,9999-01-01,1955-03-27
12091,d006,Quality Management,Senior Engineer,9999-01-01,1955-02-19
12092,d008,Research,Senior Staff,9999-01-01,1955-07-20
12093,d005,Development,Engineer,9999-01-01,1952-07-02
12094,d009,Customer Service,Senior Staff,9999-01-01,1955-05-02
12099,d007,Sales,Senior Staff,9999-01-01,1953-01-12
12102,d007,Sales,Staff,9999-01-01,1952-10-14
12112,d002,Finance,Senior Staff,9999-01-01,1953-07-01
12114,d008,Research,Staff,9999-01-01,1954-11-05
12122,d004,Production,Engineer,9999-01-01,1954-06-27
12123,d008,Research,Senior Staff,9999-01-01,1954-07-08
12125,d004,Production,Engineer,9999-01-01,1953-04-16
12138,d004,Production,Engineer,9999-01-01,1953-09-02
12140,d003,Human Resources,Senior Staff,9999-01-01,1952-07-30
12149,d007,Sales,Senior Staff,9999-01-01,1954-10-25
12159,d005,Development,Senior Engineer,9999-01-01,1955-08-15
12160,d007,Sales,Senior Staff,9999-01-01,1954-12-11
12164,d005,Development,Engineer,9999-01-01,1954-01-04
12165,d005,Development,Senior Engineer,9999-01-01,1952-11-19
12168,d009,Customer Service,Senior Staff,9999-01-01,1954-07-10
12172,d003,Human Resources,Senior Staff,9999-01-01,1954-04-04
12174,d005,Development,Senior Engineer,9999-01-01,1955-02-01
12183,d006,Quality Management,Engineer,9999-01-01,1954-06-29
12186,d009,Customer Service,Senior Staff,9999-01-01,1952-12-06
12190,d005,Development,Senior Engineer,9999-01-01,1952-12-19
12191,d004,Production,Engineer,9999-01-01,1953-12-02
12192,d006,Quality Management,Engineer,9999-01-01,1954-11-06
12205,d005,Development,Senior Engineer,9999-01-01,1955-08-24
12206,d005,Development,Assistant Engineer,9999-01-01,1954-11-21
12210,d008,Research,Senior Staff,9999-01-01,1954-01-12
12213,d007,Sales,Senior Staff,9999-01-01,1952-09-26
12216,d006,Quality Management,Engineer,9999-01-01,1954-12-27
12218,d006,Quality Management,Engineer,9999-01-01,1954-08-01
12219,d008,Research,Senior Staff,9999-01-01,1952-07-13
12221,d005,Development,Engineer,9999-01-01,1955-07-14
12222,d002,Finance,Senior Staff,9999-01-01,1953-03-04
12223,d004,Production,Engineer,9999-01-01,1954-07-27
12230,d005,Development,Engineer,9999-01-01,1952-02-08
12231,d004,Production,Senior Engineer,9999-01-01,1954-08-27
12235,d007,Sales,Staff,9999-01-01,1954-06-05
12242,d005,Development,Assistant Engineer,9999-01-01,1954-04-08
12247,d005,Development,Technique Leader,9999-01-01,1952-03-26
12249,d005,Development,Engineer,9999-01-01,1952-09-20
12250,d005,Development,Senior Engineer,9999-01-01,1954-10-02
12256,d003,Human Resources,Senior Staff,9999-01-01,1955-02-15
12258,d005,Development,Engineer,9999-01-01,1955-01-06
12264,d005,Development,Engineer,9999-01-01,1953-12-30
12269,d006,Quality Management,Engineer,9999-01-01,1952-06-22
12270,d008,Research,Senior Staff,9999-01-01,1953-08-10
12272,d003,Human Resources,Senior Staff,9999-01-01,1955-10-16
12273,d007,Sales,Senior Staff,9999-01-01,1953-11-22
12281,d005,Development,Engineer,9999-01-01,1953-08-13
12282,d005,Development,Engineer,9999-01-01,1952-02-02
12291,d007,Sales,Senior Staff,9999-01-01,1953-12-28
12298,d008,Research,Senior Engineer,9999-01-01,1954-03-03
12308,d003,Human Resources,Senior Staff,9999-01-01,1952-02-17
12311,d005,Development,Senior Engineer,9999-01-01,1955-02-11
12316,d004,Production,Assistant Engineer,9999-01-01,1953-12-30
12317,d004,Production,Staff,9999-01-01,1952-05-23
12327,d005,Development,Engineer,9999-01-01,1952-05-21
12328,d003,Human Resources,Staff,9999-01-01,1952-05-29
12338,d002,Finance,Staff,9999-01-01,1952-09-23
12339,d008,Research,Staff,9999-01-01,1954-08-14
12341,d005,Development,Engineer,9999-01-01,1955-02-13
12343,d004,Production,Senior Staff,9999-01-01,1952-10-18
12355,d004,Production,Engineer,9999-01-01,1953-09-12
12364,d004,Production,Assistant Engineer,9999-01-01,1954-07-01
12365,d004,Production,Engineer,9999-01-01,1954-01-21
12368,d001,Marketing,Senior Staff,9999-01-01,1955-10-07
12373,d007,Sales,Senior Staff,9999-01-01,1953-04-26
12379,d005,Development,Technique Leader,9999-01-01,1955-04-04
12381,d008,Research,Senior Staff,9999-01-01,1953-04-13
12388,d004,Production,Senior Engineer,9999-01-01,1954-12-14
12394,d006,Quality Management,Engineer,9999-01-01,1952-02-09
12395,d002,Finance,Senior Staff,9999-01-01,1955-01-08
12399,d007,Sales,Senior Staff,9999-01-01,1955-11-15
12411,d007,Sales,Senior Staff,9999-01-01,1952-05-31
12413,d004,Production,Engineer,9999-01-01,1955-06-17
12417,d004,Production,Senior Engineer,9999-01-01,1955-11-18
12421,d005,Development,Engineer,9999-01-01,1955-03-15
12422,d003,Human Resources,Senior Staff,9999-01-01,1954-12-04
12426,d006,Quality Management,Technique Leader,9999-01-01,1952-04-29
12427,d008,Research,Senior Staff,9999-01-01,1955-09-15
12434,d004,Production,Engineer,9999-01-01,1953-09-23
12438,d009,Customer Service,Senior Staff,9999-01-01,1953-11-24
12450,d005,Development,Engineer,9999-01-01,1952-02-10
12452,d004,Production,Engineer,9999-01-01,1953-10-04
12454,d007,Sales,Staff,9999-01-01,1954-08-21
12464,d007,Sales,Staff,9999-01-01,1955-09-08
12466,d002,Finance,Senior Staff,9999-01-01,1953-07-30
12468,d003,Human Resources,Staff,9999-01-01,1952-05-05
12475,d005,Development,Engineer,9999-01-01,1953-03-30
12480,d002,Finance,Staff,9999-01-01,1953-02-19
12487,d002,Finance,Senior Staff,9999-01-01,1954-04-24
12488,d005,Development,Engineer,9999-01-01,1954-11-09
12489,d005,Development,Senior Engineer,9999-01-01,1955-01-23
12490,d005,Development,Engineer,9999-01-01,1955-08-08
12492,d004,Production,Senior Engineer,9999-01-01,1953-07-13
12497,d007,Sales,Senior Staff,9999-01-01,1953-08-26
12499,d007,Sales,Senior Staff,9999-01-01,1955-09-22
12501,d002,Finance,Senior Staff,9999-01-01,1954-11-22
12502,d004,Production,Senior Engineer,9999-01-01,1952-07-22
12504,d004,Production,Engineer,9999-01-01,1953-01-04
12506,d004,Production,Assistant Engineer,9999-01-01,1955-07-13
12509,d009,Customer Service,Senior Staff,9999-01-01,1954-05-20
12514,d005,Development,Engineer,9999-01-01,1952-11-14
12515,d004,Production,Engineer,9999-01-01,1952-05-22
12520,d004,Production,Engineer,9999-01-01,1954-01-21
12522,d004,Production,Technique Leader,9999-01-01,1954-03-06
12523,d007,Sales,Senior Staff,9999-01-01,1954-09-26
12524,d005,Development,Engineer,9999-01-01,1954-02-08
12528,d009,Customer Service,Senior Staff,9999-01-01,1952-11-20
12534,d004,Production,Senior Engineer,9999-01-01,1953-01-31
12537,d001,Marketing,Senior Staff,9999-01-01,1955-11-23
12540,d003,Human Resources,Senior Staff,9999-01-01,1953-11-03
12541,d007,Sales,Senior Staff,9999-01-01,1952-04-22
12542,d003,Human Resources,Senior Staff,9999-01-01,1954-07-26
12551,d004,Production,Engineer,9999-01-01,1954-03-15
12553,d003,Human Resources,Senior Staff,9999-01-01,1954-05-08
12555,d005,Development,Assistant Engineer,9999-01-01,1953-06-24
12557,d004,Production,Senior Engineer,9999-01-01,1954-01-01
12558,d006,Quality Management,Senior Engineer,9999-01-01,1955-02-09
12563,d005,Development,Engineer,9999-01-01,1953-07-03
12564,d002,Finance,Staff,9999-01-01,1955-10-03
12571,d004,Production,Assistant Engineer,9999-01-01,1952-04-16
12574,d005,Development,Engineer,9999-01-01,1954-09-02
12586,d006,Quality Management,Engineer,9999-01-01,1952-11-02
12588,d005,Development,Engineer,9999-01-01,1954-12-29
12589,d005,Development,Engineer,9999-01-01,1952-11-23
12590,d007,Sales,Senior Staff,9999-01-01,1953-02-04
12596,d003,Human Resources,Senior Staff,9999-01-01,1955-10-10
12597,d009,Customer Service,Senior Staff,9999-01-01,1952-09-07
12601,d005,Development,Assistant Engineer,9999-01-01,1955-08-16
12603,d003,Human Resources,Staff,9999-01-01,1953-11-23
12608,d003,Human Resources,Senior Staff,9999-01-01,1955-10-27
12612,d007,Sales,Staff,9999-01-01,1954-01-09
12617,d007,Sales,Senior Staff,9999-01-01,1953-05-07
12623,d001,Marketing,Senior Staff,9999-01-01,1953-01-02
12626,d004,Production,Assistant Engineer,9999-01-01,1954-07-16
12630,d009,Customer Service,Senior Staff,9999-01-01,1954-04-23
12635,d009,Customer Service,Engineer,9999-01-01,1952-11-09
12636,d009,Customer Service,Senior Staff,9999-01-01,1955-11-21
12638,d005,Development,Engineer,9999-01-01,1954-11-09
12639,d004,Production,Engineer,9999-01-01,1952-10-13
12642,d001,Marketing,Senior Staff,9999-01-01,1955-09-27
12644,d004,Production,Engineer,9999-01-01,1952-06-09
12645,d007,Sales,Staff,9999-01-01,1955-04-01
12651,d007,Sales,Senior Staff,9999-01-01,1952-07-24
12656,d009,Customer Service,Senior Staff,9999-01-01,1955-08-12
12662,d005,Development,Assistant Engineer,9999-01-01,1952-08-02
12663,d005,Development,Technique Leader,9999-01-01,1954-10-31
12664,d009,Customer Service,Staff,9999-01-01,1952-05-01
12666,d004,Production,Engineer,9999-01-01,1955-03-14
12670,d004,Production,Engineer,9999-01-01,1952-06-10
12672,d006,Quality Management,Senior Engineer,9999-01-01,1953-04-26
12680,d001,Marketing,Staff,9999-01-01,1954-09-15
12687,d007,Sales,Staff,9999-01-01,1954-12-06
12689,d005,Development,Engineer,9999-01-01,1953-01-19
12691,d004,Production,Engineer,9999-01-01,1952-10-17
12697,d003,Human Resources,Senior Staff,9999-01-01,1955-06-25
12707,d007,Sales,Staff,9999-01-01,1953-07-22
12709,d005,Development,Engineer,9999-01-01,1955-08-09
12715,d002,Finance,Staff,9999-01-01,1955-12-31
12717,d008,Research,Staff,9999-01-01,1953-04-17
12722,d002,Finance,Senior Staff,9999-01-01,1955-09-23
12725,d003,Human Resources,Senior Staff,9999-01-01,1953-07-28
12726,d005,Development,Senior Engineer,9999-01-01,1954-03-27
12729,d009,Customer Service,Engineer,9999-01-01,1954-05-18
12731,d003,Human Resources,Senior Staff,9999-01-01,1953-05-09
12732,d007,Sales,Senior Staff,9999-01-01,1952-09-27
12734,d005,Development,Senior Engineer,9999-01-01,1952-03-05
12746,d004,Production,Engineer,9999-01-01,1953-10-11
12747,d004,Production,Technique Leader,9999-01-01,1955-10-23
12748,d006,Quality Management,Engineer,9999-01-01,1953-12-23
12753,d004,Production,Engineer,9999-01-01,1952-12-22
12754,d006,Quality Management,Engineer,9999-01-01,1955-06-11
12755,d003,Human Resources,Senior Staff,9999-01-01,1955-02-20
12761,d007,Sales,Senior Staff,9999-01-01,1953-11-05
12769,d004,Production,Engineer,9999-01-01,1955-05-11
12770,d007,Sales,Senior Staff,9999-01-01,1955-01-17
12773,d005,Development,Engineer,9999-01-01,1952-06-26
12774,d005,Development,Engineer,9999-01-01,1952-12-30
12777,d007,Sales,Senior Staff,9999-01-01,1954-11-01
12785,d009,Customer Service,Senior Engineer,9999-01-01,1954-10-20
12786,d004,Production,Engineer,9999-01-01,1953-01-28
12789,d005,Development,Engineer,9999-01-01,1955-03-20
12790,d007,Sales,Senior Staff,9999-01-01,1953-02-05
12795,d002,Finance,Senior Staff,9999-01-01,1952-05-06
12796,d004,Production,Engineer,9999-01-01,1954-05-02
12798,d007,Sales,Senior Staff,9999-01-01,1952-05-18
12799,d003,Human Resources,Senior Staff,9999-01-01,1954-11-21
12803,d001,Marketing,Senior Staff,9999-01-01,1952-05-12
12807,d006,Quality Management,Senior Engineer,9999-01-01,1955-10-05
12810,d005,Development,Technique Leader,9999-01-01,1955-06-15
12815,d008,Research,Senior Staff,9999-01-01,1955-03-25
12819,d004,Production,Engineer,9999-01-01,1953-07-30
12821,d008,Research,Engineer,9999-01-01,1952-06-01
12828,d002,Finance,Staff,9999-01-01,1954-01-30
12829,d009,Customer Service,Engineer,9999-01-01,1955-08-25
12840,d005,Development,Engineer,9999-01-01,1952-12-20
12843,d005,Development,Engineer,9999-01-01,1955-12-17
12848,d005,Development,Engineer,9999-01-01,1953-01-17
12851,d002,Finance,Staff,9999-01-01,1953-08-08
12855,d003,Human Resources,Senior Staff,9999-01-01,1953-10-24
12857,d005,Development,Senior Engineer,9999-01-01,1952-06-02
12863,d004,Production,Engineer,9999-01-01,1954-08-02
12865,d008,Research,Senior Staff,9999-01-01,1952-04-03
12868,d006,Quality Management,Senior Engineer,9999-01-01,1952-08-28
12869,d008,Research,Staff,9999-01-01,1952-05-11
12872,d007,Sales,Senior Staff,9999-01-01,1953-02-18
12879,d005,Development,Engineer,9999-01-01,1955-09-07
12881,d007,Sales,Staff,9999-01-01,1953-08-21
12885,d008,Research,Senior Engineer,9999-01-01,1952-12-25
12887,d005,Development,Engineer,9999-01-01,1953-01-04
12889,d005,Development,Engineer,9999-01-01,1952-05-02
12890,d007,Sales,Senior Staff,9999-01-01,1955-10-05
12893,d007,Sales,Senior Staff,9999-01-01,1954-10-09
12895,d004,Production,Senior Engineer,9999-01-01,1952-04-28
12899,d003,Human Resources,Senior Staff,9999-01-01,1954-07-13
12905,d005,Development,Engineer,9999-01-01,1955-01-24
12910,d009,Customer Service,Staff,9999-01-01,1955-01-27
12915,d007,Sales,Senior Staff,9999-01-01,1955-08-17
12923,d005,Development,Engineer,9999-01-01,1953-09-05
12926,d008,Research,Senior Staff,9999-01-01,1952-04-24
12934,d005,Development,Engineer,9999-01-01,1953-06-21
12936,d005,Development,Technique Leader,9999-01-01,1955-11-13
12940,d005,Development,Engineer,9999-01-01,1953-10-25
12941,d005,Development,Engineer,9999-01-01,1954-07-29
12944,d009,Customer Service,Senior Staff,9999-01-01,1955-07-07
12949,d005,Development,Engineer,9999-01-01,1955-02-24
12960,d008,Research,Engineer,9999-01-01,1955-07-20
12962,d007,Sales,Senior Staff,9999-01-01,1952-10-26
12969,d007,Sales,Senior Staff,9999-01-01,1955-03-27
12977,d005,Development,Engineer,9999-01-01,1954-11-29
12982,d005,Development,Engineer,9999-01-01,1952-12-08
12983,d002,Finance,Staff,9999-01-01,1954-04-07
12986,d004,Production,Senior Engineer,9999-01-01,1952-03-08
12987,d004,Production,Engineer,9999-01-01,1953-10-08
13000,d005,Development,Engineer,9999-01-01,1955-01-31
13002,d005,Development,Senior Engineer,9999-01-01,1954-12-08
13004,d004,Production,Engineer,9999-01-01,1952-12-13
13008,d006,Quality Management,Engineer,9999-01-01,1955-12-23
13011,d005,Development,Technique Leader,9999-01-01,1955-02-25
13013,d004,Production,Engineer,9999-01-01,1952-10-17
13027,d004,Production,Technique Leader,9999-01-01,1955-03-13
13030,d001,Marketing,Senior Staff,9999-01-01,1955-02-12
13034,d009,Customer Service,Senior Staff,9999-01-01,1955-02-21
13046,d002,Finance,Senior Staff,9999-01-01,1953-03-09
13047,d005,Development,Engineer,9999-01-01,1953-04-24
13048,d005,Development,Senior Engineer,9999-01-01,1952-07-17
13052,d005,Development,Engineer,9999-01-01,1952-09-26
13054,d004,Production,Engineer,9999-01-01,1952-03-24
13065,d007,Sales,Senior Staff,9999-01-01,1955-07-27
13067,d005,Development,Senior Engineer,9999-01-01,1955-08-01
13075,d001,Marketing,Senior Staff,9999-01-01,1955-05-24
13076,d005,Development,Engineer,9999-01-01,1954-03-09
13084,d002,Finance,Senior Staff,9999-01-01,1953-01-05
13086,d003,Human Resources,Senior Staff,9999-01-01,1953-06-10
13093,d007,Sales,Staff,9999-01-01,1953-08-12
13096,d006,Quality Management,Engineer,9999-01-01,1953-01-03
13103,d005,Development,Senior Engineer,9999-01-01,1952-05-09
13108,d001,Marketing,Senior Staff,9999-01-01,1955-10-16
13110,d005,Development,Senior Engineer,9999-01-01,1953-09-29
13124,d007,Sales,Senior Staff,9999-01-01,1955-11-06
13126,d004,Production,Engineer,9999-01-01,1953-05-03
13133,d009,Customer Service,Senior Staff,9999-01-01,1955-06-21
13134,d004,Production,Engineer,9999-01-01,1955-06-25
13140,d008,Research,Staff,9999-01-01,1955-07-03
13143,d004,Production,Technique Leader,9999-01-01,1953-10-06
13144,d002,Finance,Senior Staff,9999-01-01,1952-07-11
13146,d007,Sales,Senior Staff,9999-01-01,1953-11-01
13147,d007,Sales,Senior Staff,9999-01-01,1955-12-28
13150,d006,Quality Management,Technique Leader,9999-01-01,1953-06-28
13156,d005,Development,Engineer,9999-01-01,1952-04-19
13159,d002,Finance,Staff,9999-01-01,1954-09-22
13161,d005,Development,Engineer,9999-01-01,1955-05-04
13165,d006,Quality Management,Engineer,9999-01-01,1954-09-09
13168,d004,Production,Engineer,9999-01-01,1954-06-10
13170,d003,Human Resources,Senior Staff,9999-01-01,1955-10-25
13171,d006,Quality Management,Engineer,9999-01-01,1954-12-29
13173,d007,Sales,Senior Staff,9999-01-01,1953-04-20
13175,d004,Production,Engineer,9999-01-01,1955-10-23
13179,d007,Sales,Staff,9999-01-01,1955-09-09
13182,d004,Production,Engineer,9999-01-01,1954-02-25
13186,d007,Sales,Senior Staff,9999-01-01,1955-06-19
13189,d008,Research,Staff,9999-01-01,1955-11-29
13192,d004,Production,Technique Leader,9999-01-01,1953-01-28
13200,d004,Production,Engineer,9999-01-01,1952-05-24
13202,d008,Research,Senior Staff,9999-01-01,1953-05-10
13203,d009,Customer Service,Senior Staff,9999-01-01,1953-09-08
13204,d004,Production,Assistant Engineer,9999-01-01,1954-07-25
13206,d002,Finance,Staff,9999-01-01,1954-04-07
13210,d001,Marketing,Senior Staff,9999-01-01,1953-06-19
13213,d007,Sales,Senior Staff,9999-01-01,1954-12-29
13216,d009,Customer Service,Staff,9999-01-01,1952-10-16
13227,d007,Sales,Staff,9999-01-01,1952-07-15
